YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,COMMUNITYBOARDCODE,INCIDENTCOUNT
YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,COMMUNITYBOARDCODE,INCIDENTCOUNT
200907,Structural Fires,Manhattan,1,20
200907,Structural Fires,Manhattan,2,35
200907,Structural Fires,Manhattan,3,42
200907,Structural Fires,Manhattan,4,21
200907,Structural Fires,Manhattan,5,39
200907,Structural Fires,Manhattan,6,32
200907,Structural Fires,Manhattan,7,37
200907,Structural Fires,Manhattan,8,31
200907,Structural Fires,Manhattan,9,39
200907,Structural Fires,Manhattan,10,54
200907,Structural Fires,Manhattan,11,47
200907,Structural Fires,Manhattan,12,38
200907,Structural Fires,Bronx,1,44
200907,Structural Fires,Bronx,2,11
200907,Structural Fires,Bronx,3,45
200907,Structural Fires,Bronx,4,40
200907,Structural Fires,Bronx,5,45
200907,Structural Fires,Bronx,6,25
200907,Structural Fires,Bronx,7,36
200907,Structural Fires,Bronx,8,32
200907,Structural Fires,Bronx,9,52
200907,Structural Fires,Bronx,10,34
200907,Structural Fires,Bronx,11,27
200907,Structural Fires,Bronx,12,41
200907,Structural Fires,Staten Island,1,41
200907,Structural Fires,Staten Island,2,25
200907,Structural Fires,Staten Island,3,22
200907,Structural Fires,Staten Island,Unknown,2
200907,Structural Fires,Brooklyn,1,36
200907,Structural Fires,Brooklyn,2,37
200907,Structural Fires,Brooklyn,3,44
200907,Structural Fires,Brooklyn,4,38
200907,Structural Fires,Brooklyn,5,65
200907,Structural Fires,Brooklyn,6,27
200907,Structural Fires,Brooklyn,7,14
200907,Structural Fires,Brooklyn,8,34
200907,Structural Fires,Brooklyn,9,47
200907,Structural Fires,Brooklyn,10,19
200907,Structural Fires,Brooklyn,11,18
200907,Structural Fires,Brooklyn,12,23
200907,Structural Fires,Brooklyn,13,24
200907,Structural Fires,Brooklyn,14,44
200907,Structural Fires,Brooklyn,15,29
200907,Structural Fires,Brooklyn,16,48
200907,Structural Fires,Brooklyn,17,39
200907,Structural Fires,Brooklyn,18,66
200907,Structural Fires,Queens,1,18
200907,Structural Fires,Queens,2,18
200907,Structural Fires,Queens,3,10
200907,Structural Fires,Queens,4,16
200907,Structural Fires,Queens,5,15
200907,Structural Fires,Queens,6,12
200907,Structural Fires,Queens,7,34
200907,Structural Fires,Queens,8,36
200907,Structural Fires,Queens,9,19
200907,Structural Fires,Queens,10,14
200907,Structural Fires,Queens,11,15
200907,Structural Fires,Queens,12,65
200907,Structural Fires,Queens,13,31
200907,Structural Fires,Queens,14,30
200907,Non Structural Fires,Manhattan,1,24
200907,Non Structural Fires,Manhattan,2,30
200907,Non Structural Fires,Manhattan,3,31
200907,Non Structural Fires,Manhattan,4,26
200907,Non Structural Fires,Manhattan,5,40
200907,Non Structural Fires,Manhattan,6,24
200907,Non Structural Fires,Manhattan,7,29
200907,Non Structural Fires,Manhattan,8,26
200907,Non Structural Fires,Manhattan,9,23
200907,Non Structural Fires,Manhattan,10,32
200907,Non Structural Fires,Manhattan,11,41
200907,Non Structural Fires,Manhattan,12,22
200907,Non Structural Fires,Manhattan,Unknown,1
200907,Non Structural Fires,Bronx,1,34
200907,Non Structural Fires,Bronx,2,13
200907,Non Structural Fires,Bronx,3,23
200907,Non Structural Fires,Bronx,4,33
200907,Non Structural Fires,Bronx,5,17
200907,Non Structural Fires,Bronx,6,18
200907,Non Structural Fires,Bronx,7,32
200907,Non Structural Fires,Bronx,8,13
200907,Non Structural Fires,Bronx,9,35
200907,Non Structural Fires,Bronx,10,18
200907,Non Structural Fires,Bronx,11,17
200907,Non Structural Fires,Bronx,12,43
200907,Non Structural Fires,Staten Island,1,47
200907,Non Structural Fires,Staten Island,2,27
200907,Non Structural Fires,Staten Island,3,29
200907,Non Structural Fires,Brooklyn,1,37
200907,Non Structural Fires,Brooklyn,2,31
200907,Non Structural Fires,Brooklyn,3,30
200907,Non Structural Fires,Brooklyn,4,15
200907,Non Structural Fires,Brooklyn,5,44
200907,Non Structural Fires,Brooklyn,6,22
200907,Non Structural Fires,Brooklyn,7,28
200907,Non Structural Fires,Brooklyn,8,8
200907,Non Structural Fires,Brooklyn,9,22
200907,Non Structural Fires,Brooklyn,10,24
200907,Non Structural Fires,Brooklyn,11,19
200907,Non Structural Fires,Brooklyn,12,16
200907,Non Structural Fires,Brooklyn,13,20
200907,Non Structural Fires,Brooklyn,14,15
200907,Non Structural Fires,Brooklyn,15,24
200907,Non Structural Fires,Brooklyn,16,29
200907,Non Structural Fires,Brooklyn,17,18
200907,Non Structural Fires,Brooklyn,18,36
200907,Non Structural Fires,Queens,1,36
200907,Non Structural Fires,Queens,2,14
200907,Non Structural Fires,Queens,3,11
200907,Non Structural Fires,Queens,4,14
200907,Non Structural Fires,Queens,5,29
200907,Non Structural Fires,Queens,6,13
200907,Non Structural Fires,Queens,7,23
200907,Non Structural Fires,Queens,8,22
200907,Non Structural Fires,Queens,9,20
200907,Non Structural Fires,Queens,10,16
200907,Non Structural Fires,Queens,11,17
200907,Non Structural Fires,Queens,12,39
200907,Non Structural Fires,Queens,13,14
200907,Non Structural Fires,Queens,14,31
200907,Non Structural Fires,Queens,Unknown,2
200907,Medical Emergencies,Manhattan,1,231
200907,Medical Emergencies,Manhattan,2,347
200907,Medical Emergencies,Manhattan,3,522
200907,Medical Emergencies,Manhattan,4,410
200907,Medical Emergencies,Manhattan,5,720
200907,Medical Emergencies,Manhattan,6,401
200907,Medical Emergencies,Manhattan,7,420
200907,Medical Emergencies,Manhattan,8,347
200907,Medical Emergencies,Manhattan,9,234
200907,Medical Emergencies,Manhattan,10,373
200907,Medical Emergencies,Manhattan,11,480
200907,Medical Emergencies,Manhattan,12,408
200907,Medical Emergencies,Manhattan,Unknown,2
200907,Medical Emergencies,Bronx,1,382
200907,Medical Emergencies,Bronx,2,119
200907,Medical Emergencies,Bronx,3,255
200907,Medical Emergencies,Bronx,4,379
200907,Medical Emergencies,Bronx,5,359
200907,Medical Emergencies,Bronx,6,269
200907,Medical Emergencies,Bronx,7,306
200907,Medical Emergencies,Bronx,8,171
200907,Medical Emergencies,Bronx,9,393
200907,Medical Emergencies,Bronx,10,250
200907,Medical Emergencies,Bronx,11,235
200907,Medical Emergencies,Bronx,12,296
200907,Medical Emergencies,Bronx,Unknown,1
200907,Medical Emergencies,Staten Island,1,410
200907,Medical Emergencies,Staten Island,2,270
200907,Medical Emergencies,Staten Island,3,242
200907,Medical Emergencies,Staten Island,Unknown,11
200907,Medical Emergencies,Brooklyn,1,342
200907,Medical Emergencies,Brooklyn,2,403
200907,Medical Emergencies,Brooklyn,3,481
200907,Medical Emergencies,Brooklyn,4,291
200907,Medical Emergencies,Brooklyn,5,452
200907,Medical Emergencies,Brooklyn,6,200
200907,Medical Emergencies,Brooklyn,7,218
200907,Medical Emergencies,Brooklyn,8,291
200907,Medical Emergencies,Brooklyn,9,224
200907,Medical Emergencies,Brooklyn,10,268
200907,Medical Emergencies,Brooklyn,11,236
200907,Medical Emergencies,Brooklyn,12,224
200907,Medical Emergencies,Brooklyn,13,312
200907,Medical Emergencies,Brooklyn,14,290
200907,Medical Emergencies,Brooklyn,15,220
200907,Medical Emergencies,Brooklyn,16,301
200907,Medical Emergencies,Brooklyn,17,311
200907,Medical Emergencies,Brooklyn,18,280
200907,Medical Emergencies,Queens,1,384
200907,Medical Emergencies,Queens,2,195
200907,Medical Emergencies,Queens,3,285
200907,Medical Emergencies,Queens,4,226
200907,Medical Emergencies,Queens,5,262
200907,Medical Emergencies,Queens,6,136
200907,Medical Emergencies,Queens,7,352
200907,Medical Emergencies,Queens,8,250
200907,Medical Emergencies,Queens,9,229
200907,Medical Emergencies,Queens,10,299
200907,Medical Emergencies,Queens,11,143
200907,Medical Emergencies,Queens,12,622
200907,Medical Emergencies,Queens,13,299
200907,Medical Emergencies,Queens,14,262
200907,Medical Emergencies,Queens,Unknown,6
200907,Non Medical Emergencies,Manhattan,1,237
200907,Non Medical Emergencies,Manhattan,2,305
200907,Non Medical Emergencies,Manhattan,3,453
200907,Non Medical Emergencies,Manhattan,4,266
200907,Non Medical Emergencies,Manhattan,5,648
200907,Non Medical Emergencies,Manhattan,6,303
200907,Non Medical Emergencies,Manhattan,7,340
200907,Non Medical Emergencies,Manhattan,8,378
200907,Non Medical Emergencies,Manhattan,9,225
200907,Non Medical Emergencies,Manhattan,10,353
200907,Non Medical Emergencies,Manhattan,11,538
200907,Non Medical Emergencies,Manhattan,12,390
200907,Non Medical Emergencies,Manhattan,Unknown,10
200907,Non Medical Emergencies,Bronx,1,385
200907,Non Medical Emergencies,Bronx,2,88
200907,Non Medical Emergencies,Bronx,3,244
200907,Non Medical Emergencies,Bronx,4,351
200907,Non Medical Emergencies,Bronx,5,322
200907,Non Medical Emergencies,Bronx,6,194
200907,Non Medical Emergencies,Bronx,7,250
200907,Non Medical Emergencies,Bronx,8,195
200907,Non Medical Emergencies,Bronx,9,367
200907,Non Medical Emergencies,Bronx,10,246
200907,Non Medical Emergencies,Bronx,11,215
200907,Non Medical Emergencies,Bronx,12,282
200907,Non Medical Emergencies,Staten Island,1,376
200907,Non Medical Emergencies,Staten Island,2,250
200907,Non Medical Emergencies,Staten Island,3,241
200907,Non Medical Emergencies,Staten Island,Unknown,9
200907,Non Medical Emergencies,Brooklyn,1,368
200907,Non Medical Emergencies,Brooklyn,2,349
200907,Non Medical Emergencies,Brooklyn,3,309
200907,Non Medical Emergencies,Brooklyn,4,160
200907,Non Medical Emergencies,Brooklyn,5,376
200907,Non Medical Emergencies,Brooklyn,6,238
200907,Non Medical Emergencies,Brooklyn,7,140
200907,Non Medical Emergencies,Brooklyn,8,196
200907,Non Medical Emergencies,Brooklyn,9,180
200907,Non Medical Emergencies,Brooklyn,10,197
200907,Non Medical Emergencies,Brooklyn,11,147
200907,Non Medical Emergencies,Brooklyn,12,183
200907,Non Medical Emergencies,Brooklyn,13,202
200907,Non Medical Emergencies,Brooklyn,14,229
200907,Non Medical Emergencies,Brooklyn,15,263
200907,Non Medical Emergencies,Brooklyn,16,294
200907,Non Medical Emergencies,Brooklyn,17,221
200907,Non Medical Emergencies,Brooklyn,18,340
200907,Non Medical Emergencies,Brooklyn,Unknown,3
200907,Non Medical Emergencies,Queens,1,259
200907,Non Medical Emergencies,Queens,2,150
200907,Non Medical Emergencies,Queens,3,106
200907,Non Medical Emergencies,Queens,4,120
200907,Non Medical Emergencies,Queens,5,190
200907,Non Medical Emergencies,Queens,6,93
200907,Non Medical Emergencies,Queens,7,313
200907,Non Medical Emergencies,Queens,8,230
200907,Non Medical Emergencies,Queens,9,151
200907,Non Medical Emergencies,Queens,10,157
200907,Non Medical Emergencies,Queens,11,155
200907,Non Medical Emergencies,Queens,12,354
200907,Non Medical Emergencies,Queens,13,263
200907,Non Medical Emergencies,Queens,14,270
200907,Non Medical Emergencies,Queens,Unknown,3
200907,False Alarm,Manhattan,1,17
200907,False Alarm,Manhattan,2,38
200907,False Alarm,Manhattan,3,73
200907,False Alarm,Manhattan,4,21
200907,False Alarm,Manhattan,5,35
200907,False Alarm,Manhattan,6,15
200907,False Alarm,Manhattan,7,30
200907,False Alarm,Manhattan,8,22
200907,False Alarm,Manhattan,9,27
200907,False Alarm,Manhattan,10,69
200907,False Alarm,Manhattan,11,38
200907,False Alarm,Manhattan,12,89
200907,False Alarm,Bronx,1,83
200907,False Alarm,Bronx,2,31
200907,False Alarm,Bronx,3,49
200907,False Alarm,Bronx,4,69
200907,False Alarm,Bronx,5,90
200907,False Alarm,Bronx,6,39
200907,False Alarm,Bronx,7,101
200907,False Alarm,Bronx,8,45
200907,False Alarm,Bronx,9,79
200907,False Alarm,Bronx,10,36
200907,False Alarm,Bronx,11,40
200907,False Alarm,Bronx,12,92
200907,False Alarm,Staten Island,1,131
200907,False Alarm,Staten Island,2,34
200907,False Alarm,Staten Island,3,26
200907,False Alarm,Staten Island,Unknown,1
200907,False Alarm,Brooklyn,1,36
200907,False Alarm,Brooklyn,2,21
200907,False Alarm,Brooklyn,3,48
200907,False Alarm,Brooklyn,4,37
200907,False Alarm,Brooklyn,5,71
200907,False Alarm,Brooklyn,6,19
200907,False Alarm,Brooklyn,7,19
200907,False Alarm,Brooklyn,8,37
200907,False Alarm,Brooklyn,9,30
200907,False Alarm,Brooklyn,10,29
200907,False Alarm,Brooklyn,11,16
200907,False Alarm,Brooklyn,12,15
200907,False Alarm,Brooklyn,13,45
200907,False Alarm,Brooklyn,14,31
200907,False Alarm,Brooklyn,15,27
200907,False Alarm,Brooklyn,16,27
200907,False Alarm,Brooklyn,17,33
200907,False Alarm,Brooklyn,18,23
200907,False Alarm,Brooklyn,Unknown,1
200907,False Alarm,Queens,1,63
200907,False Alarm,Queens,2,15
200907,False Alarm,Queens,3,36
200907,False Alarm,Queens,4,44
200907,False Alarm,Queens,5,45
200907,False Alarm,Queens,6,33
200907,False Alarm,Queens,7,30
200907,False Alarm,Queens,8,40
200907,False Alarm,Queens,9,40
200907,False Alarm,Queens,10,52
200907,False Alarm,Queens,11,16
200907,False Alarm,Queens,12,117
200907,False Alarm,Queens,13,69
200907,False Alarm,Queens,14,64
200907,False Alarm,Queens,Unknown,2
200907,Medical False Alarm,Manhattan,1,4
200907,Medical False Alarm,Manhattan,2,7
200907,Medical False Alarm,Manhattan,3,10
200907,Medical False Alarm,Manhattan,4,11
200907,Medical False Alarm,Manhattan,5,14
200907,Medical False Alarm,Manhattan,6,6
200907,Medical False Alarm,Manhattan,7,7
200907,Medical False Alarm,Manhattan,8,9
200907,Medical False Alarm,Manhattan,9,6
200907,Medical False Alarm,Manhattan,10,15
200907,Medical False Alarm,Manhattan,11,13
200907,Medical False Alarm,Manhattan,12,8
200907,Medical False Alarm,Bronx,1,9
200907,Medical False Alarm,Bronx,2,4
200907,Medical False Alarm,Bronx,3,6
200907,Medical False Alarm,Bronx,4,13
200907,Medical False Alarm,Bronx,5,11
200907,Medical False Alarm,Bronx,6,6
200907,Medical False Alarm,Bronx,7,6
200907,Medical False Alarm,Bronx,9,6
200907,Medical False Alarm,Bronx,10,5
200907,Medical False Alarm,Bronx,11,3
200907,Medical False Alarm,Bronx,12,6
200907,Medical False Alarm,Staten Island,1,7
200907,Medical False Alarm,Staten Island,2,2
200907,Medical False Alarm,Staten Island,3,1
200907,Medical False Alarm,Brooklyn,1,14
200907,Medical False Alarm,Brooklyn,2,9
200907,Medical False Alarm,Brooklyn,3,5
200907,Medical False Alarm,Brooklyn,4,12
200907,Medical False Alarm,Brooklyn,5,12
200907,Medical False Alarm,Brooklyn,6,4
200907,Medical False Alarm,Brooklyn,7,3
200907,Medical False Alarm,Brooklyn,8,6
200907,Medical False Alarm,Brooklyn,9,2
200907,Medical False Alarm,Brooklyn,10,8
200907,Medical False Alarm,Brooklyn,11,8
200907,Medical False Alarm,Brooklyn,12,4
200907,Medical False Alarm,Brooklyn,13,4
200907,Medical False Alarm,Brooklyn,14,3
200907,Medical False Alarm,Brooklyn,15,6
200907,Medical False Alarm,Brooklyn,16,8
200907,Medical False Alarm,Brooklyn,17,1
200907,Medical False Alarm,Brooklyn,18,2
200907,Medical False Alarm,Queens,1,10
200907,Medical False Alarm,Queens,2,17
200907,Medical False Alarm,Queens,3,11
200907,Medical False Alarm,Queens,4,3
200907,Medical False Alarm,Queens,5,6
200907,Medical False Alarm,Queens,7,8
200907,Medical False Alarm,Queens,8,9
200907,Medical False Alarm,Queens,9,5
200907,Medical False Alarm,Queens,10,8
200907,Medical False Alarm,Queens,11,2
200907,Medical False Alarm,Queens,12,9
200907,Medical False Alarm,Queens,13,5
200907,Medical False Alarm,Queens,14,6
200907,All Fire/Emergency Incidents,Manhattan,1,533
200907,All Fire/Emergency Incidents,Manhattan,2,762
200907,All Fire/Emergency Incidents,Manhattan,3,1131
200907,All Fire/Emergency Incidents,Manhattan,4,755
200907,All Fire/Emergency Incidents,Manhattan,5,1496
200907,All Fire/Emergency Incidents,Manhattan,6,781
200907,All Fire/Emergency Incidents,Manhattan,7,863
200907,All Fire/Emergency Incidents,Manhattan,8,813
200907,All Fire/Emergency Incidents,Manhattan,9,554
200907,All Fire/Emergency Incidents,Manhattan,10,896
200907,All Fire/Emergency Incidents,Manhattan,11,1157
200907,All Fire/Emergency Incidents,Manhattan,12,955
200907,All Fire/Emergency Incidents,Manhattan,Unknown,13
200907,All Fire/Emergency Incidents,Bronx,1,937
200907,All Fire/Emergency Incidents,Bronx,2,266
200907,All Fire/Emergency Incidents,Bronx,3,622
200907,All Fire/Emergency Incidents,Bronx,4,885
200907,All Fire/Emergency Incidents,Bronx,5,844
200907,All Fire/Emergency Incidents,Bronx,6,551
200907,All Fire/Emergency Incidents,Bronx,7,731
200907,All Fire/Emergency Incidents,Bronx,8,456
200907,All Fire/Emergency Incidents,Bronx,9,932
200907,All Fire/Emergency Incidents,Bronx,10,589
200907,All Fire/Emergency Incidents,Bronx,11,537
200907,All Fire/Emergency Incidents,Bronx,12,760
200907,All Fire/Emergency Incidents,Bronx,Unknown,1
200907,All Fire/Emergency Incidents,Staten Island,1,1012
200907,All Fire/Emergency Incidents,Staten Island,2,608
200907,All Fire/Emergency Incidents,Staten Island,3,561
200907,All Fire/Emergency Incidents,Staten Island,Unknown,23
200907,All Fire/Emergency Incidents,Brooklyn,1,833
200907,All Fire/Emergency Incidents,Brooklyn,2,850
200907,All Fire/Emergency Incidents,Brooklyn,3,917
200907,All Fire/Emergency Incidents,Brooklyn,4,553
200907,All Fire/Emergency Incidents,Brooklyn,5,1020
200907,All Fire/Emergency Incidents,Brooklyn,6,510
200907,All Fire/Emergency Incidents,Brooklyn,7,422
200907,All Fire/Emergency Incidents,Brooklyn,8,572
200907,All Fire/Emergency Incidents,Brooklyn,9,505
200907,All Fire/Emergency Incidents,Brooklyn,10,545
200907,All Fire/Emergency Incidents,Brooklyn,11,444
200907,All Fire/Emergency Incidents,Brooklyn,12,465
200907,All Fire/Emergency Incidents,Brooklyn,13,607
200907,All Fire/Emergency Incidents,Brooklyn,14,612
200907,All Fire/Emergency Incidents,Brooklyn,15,569
200907,All Fire/Emergency Incidents,Brooklyn,16,707
200907,All Fire/Emergency Incidents,Brooklyn,17,623
200907,All Fire/Emergency Incidents,Brooklyn,18,747
200907,All Fire/Emergency Incidents,Brooklyn,Unknown,4
200907,All Fire/Emergency Incidents,Queens,1,770
200907,All Fire/Emergency Incidents,Queens,2,409
200907,All Fire/Emergency Incidents,Queens,3,459
200907,All Fire/Emergency Incidents,Queens,4,423
200907,All Fire/Emergency Incidents,Queens,5,547
200907,All Fire/Emergency Incidents,Queens,6,287
200907,All Fire/Emergency Incidents,Queens,7,760
200907,All Fire/Emergency Incidents,Queens,8,587
200907,All Fire/Emergency Incidents,Queens,9,464
200907,All Fire/Emergency Incidents,Queens,10,546
200907,All Fire/Emergency Incidents,Queens,11,348
200907,All Fire/Emergency Incidents,Queens,12,1206
200907,All Fire/Emergency Incidents,Queens,13,681
200907,All Fire/Emergency Incidents,Queens,14,663
200907,All Fire/Emergency Incidents,Queens,Unknown,13
200908,Structural Fires,Manhattan,1,14
200908,Structural Fires,Manhattan,2,13
200908,Structural Fires,Manhattan,3,43
200908,Structural Fires,Manhattan,4,14
200908,Structural Fires,Manhattan,5,51
200908,Structural Fires,Manhattan,6,43
200908,Structural Fires,Manhattan,7,33
200908,Structural Fires,Manhattan,8,39
200908,Structural Fires,Manhattan,9,31
200908,Structural Fires,Manhattan,10,63
200908,Structural Fires,Manhattan,11,46
200908,Structural Fires,Manhattan,12,49
200908,Structural Fires,Bronx,1,39
200908,Structural Fires,Bronx,2,15
200908,Structural Fires,Bronx,3,30
200908,Structural Fires,Bronx,4,46
200908,Structural Fires,Bronx,5,48
200908,Structural Fires,Bronx,6,33
200908,Structural Fires,Bronx,7,48
200908,Structural Fires,Bronx,8,27
200908,Structural Fires,Bronx,9,50
200908,Structural Fires,Bronx,10,24
200908,Structural Fires,Bronx,11,38
200908,Structural Fires,Bronx,12,33
200908,Structural Fires,Staten Island,1,34
200908,Structural Fires,Staten Island,2,22
200908,Structural Fires,Staten Island,3,22
200908,Structural Fires,Staten Island,Unknown,2
200908,Structural Fires,Brooklyn,1,30
200908,Structural Fires,Brooklyn,2,39
200908,Structural Fires,Brooklyn,3,59
200908,Structural Fires,Brooklyn,4,27
200908,Structural Fires,Brooklyn,5,58
200908,Structural Fires,Brooklyn,6,21
200908,Structural Fires,Brooklyn,7,16
200908,Structural Fires,Brooklyn,8,29
200908,Structural Fires,Brooklyn,9,28
200908,Structural Fires,Brooklyn,10,24
200908,Structural Fires,Brooklyn,11,23
200908,Structural Fires,Brooklyn,12,27
200908,Structural Fires,Brooklyn,13,24
200908,Structural Fires,Brooklyn,14,44
200908,Structural Fires,Brooklyn,15,24
200908,Structural Fires,Brooklyn,16,43
200908,Structural Fires,Brooklyn,17,42
200908,Structural Fires,Brooklyn,18,55
200908,Structural Fires,Queens,1,37
200908,Structural Fires,Queens,2,21
200908,Structural Fires,Queens,3,15
200908,Structural Fires,Queens,4,25
200908,Structural Fires,Queens,5,18
200908,Structural Fires,Queens,6,11
200908,Structural Fires,Queens,7,32
200908,Structural Fires,Queens,8,30
200908,Structural Fires,Queens,9,20
200908,Structural Fires,Queens,10,18
200908,Structural Fires,Queens,11,13
200908,Structural Fires,Queens,12,68
200908,Structural Fires,Queens,13,39
200908,Structural Fires,Queens,14,16
200908,Structural Fires,Queens,Unknown,1
200908,Non Structural Fires,Manhattan,1,20
200908,Non Structural Fires,Manhattan,2,20
200908,Non Structural Fires,Manhattan,3,27
200908,Non Structural Fires,Manhattan,4,20
200908,Non Structural Fires,Manhattan,5,38
200908,Non Structural Fires,Manhattan,6,16
200908,Non Structural Fires,Manhattan,7,27
200908,Non Structural Fires,Manhattan,8,15
200908,Non Structural Fires,Manhattan,9,10
200908,Non Structural Fires,Manhattan,10,22
200908,Non Structural Fires,Manhattan,11,27
200908,Non Structural Fires,Manhattan,12,32
200908,Non Structural Fires,Manhattan,Unknown,2
200908,Non Structural Fires,Bronx,1,21
200908,Non Structural Fires,Bronx,2,8
200908,Non Structural Fires,Bronx,3,13
200908,Non Structural Fires,Bronx,4,19
200908,Non Structural Fires,Bronx,5,21
200908,Non Structural Fires,Bronx,6,21
200908,Non Structural Fires,Bronx,7,20
200908,Non Structural Fires,Bronx,8,6
200908,Non Structural Fires,Bronx,9,32
200908,Non Structural Fires,Bronx,10,23
200908,Non Structural Fires,Bronx,11,24
200908,Non Structural Fires,Bronx,12,22
200908,Non Structural Fires,Staten Island,1,16
200908,Non Structural Fires,Staten Island,2,18
200908,Non Structural Fires,Staten Island,3,10
200908,Non Structural Fires,Brooklyn,1,32
200908,Non Structural Fires,Brooklyn,2,34
200908,Non Structural Fires,Brooklyn,3,28
200908,Non Structural Fires,Brooklyn,4,29
200908,Non Structural Fires,Brooklyn,5,38
200908,Non Structural Fires,Brooklyn,6,20
200908,Non Structural Fires,Brooklyn,7,17
200908,Non Structural Fires,Brooklyn,8,17
200908,Non Structural Fires,Brooklyn,9,16
200908,Non Structural Fires,Brooklyn,10,26
200908,Non Structural Fires,Brooklyn,11,15
200908,Non Structural Fires,Brooklyn,12,14
200908,Non Structural Fires,Brooklyn,13,20
200908,Non Structural Fires,Brooklyn,14,19
200908,Non Structural Fires,Brooklyn,15,12
200908,Non Structural Fires,Brooklyn,16,29
200908,Non Structural Fires,Brooklyn,17,12
200908,Non Structural Fires,Brooklyn,18,23
200908,Non Structural Fires,Brooklyn,Unknown,1
200908,Non Structural Fires,Queens,1,32
200908,Non Structural Fires,Queens,2,20
200908,Non Structural Fires,Queens,3,14
200908,Non Structural Fires,Queens,4,9
200908,Non Structural Fires,Queens,5,29
200908,Non Structural Fires,Queens,6,14
200908,Non Structural Fires,Queens,7,28
200908,Non Structural Fires,Queens,8,18
200908,Non Structural Fires,Queens,9,15
200908,Non Structural Fires,Queens,10,19
200908,Non Structural Fires,Queens,11,11
200908,Non Structural Fires,Queens,12,38
200908,Non Structural Fires,Queens,13,34
200908,Non Structural Fires,Queens,14,42
200908,Medical Emergencies,Manhattan,1,195
200908,Medical Emergencies,Manhattan,2,337
200908,Medical Emergencies,Manhattan,3,555
200908,Medical Emergencies,Manhattan,4,404
200908,Medical Emergencies,Manhattan,5,679
200908,Medical Emergencies,Manhattan,6,387
200908,Medical Emergencies,Manhattan,7,423
200908,Medical Emergencies,Manhattan,8,391
200908,Medical Emergencies,Manhattan,9,230
200908,Medical Emergencies,Manhattan,10,373
200908,Medical Emergencies,Manhattan,11,454
200908,Medical Emergencies,Manhattan,12,422
200908,Medical Emergencies,Manhattan,Unknown,4
200908,Medical Emergencies,Bronx,1,354
200908,Medical Emergencies,Bronx,2,138
200908,Medical Emergencies,Bronx,3,257
200908,Medical Emergencies,Bronx,4,398
200908,Medical Emergencies,Bronx,5,389
200908,Medical Emergencies,Bronx,6,234
200908,Medical Emergencies,Bronx,7,335
200908,Medical Emergencies,Bronx,8,168
200908,Medical Emergencies,Bronx,9,364
200908,Medical Emergencies,Bronx,10,283
200908,Medical Emergencies,Bronx,11,245
200908,Medical Emergencies,Bronx,12,269
200908,Medical Emergencies,Staten Island,1,360
200908,Medical Emergencies,Staten Island,2,255
200908,Medical Emergencies,Staten Island,3,220
200908,Medical Emergencies,Staten Island,Unknown,3
200908,Medical Emergencies,Brooklyn,1,393
200908,Medical Emergencies,Brooklyn,2,349
200908,Medical Emergencies,Brooklyn,3,546
200908,Medical Emergencies,Brooklyn,4,257
200908,Medical Emergencies,Brooklyn,5,501
200908,Medical Emergencies,Brooklyn,6,179
200908,Medical Emergencies,Brooklyn,7,219
200908,Medical Emergencies,Brooklyn,8,304
200908,Medical Emergencies,Brooklyn,9,193
200908,Medical Emergencies,Brooklyn,10,256
200908,Medical Emergencies,Brooklyn,11,264
200908,Medical Emergencies,Brooklyn,12,215
200908,Medical Emergencies,Brooklyn,13,339
200908,Medical Emergencies,Brooklyn,14,283
200908,Medical Emergencies,Brooklyn,15,249
200908,Medical Emergencies,Brooklyn,16,307
200908,Medical Emergencies,Brooklyn,17,272
200908,Medical Emergencies,Brooklyn,18,310
200908,Medical Emergencies,Brooklyn,Unknown,1
200908,Medical Emergencies,Queens,1,355
200908,Medical Emergencies,Queens,2,238
200908,Medical Emergencies,Queens,3,221
200908,Medical Emergencies,Queens,4,234
200908,Medical Emergencies,Queens,5,285
200908,Medical Emergencies,Queens,6,164
200908,Medical Emergencies,Queens,7,311
200908,Medical Emergencies,Queens,8,243
200908,Medical Emergencies,Queens,9,227
200908,Medical Emergencies,Queens,10,247
200908,Medical Emergencies,Queens,11,149
200908,Medical Emergencies,Queens,12,586
200908,Medical Emergencies,Queens,13,271
200908,Medical Emergencies,Queens,14,250
200908,Medical Emergencies,Queens,Unknown,4
200908,Non Medical Emergencies,Manhattan,1,252
200908,Non Medical Emergencies,Manhattan,2,271
200908,Non Medical Emergencies,Manhattan,3,434
200908,Non Medical Emergencies,Manhattan,4,246
200908,Non Medical Emergencies,Manhattan,5,592
200908,Non Medical Emergencies,Manhattan,6,316
200908,Non Medical Emergencies,Manhattan,7,384
200908,Non Medical Emergencies,Manhattan,8,411
200908,Non Medical Emergencies,Manhattan,9,278
200908,Non Medical Emergencies,Manhattan,10,404
200908,Non Medical Emergencies,Manhattan,11,607
200908,Non Medical Emergencies,Manhattan,12,421
200908,Non Medical Emergencies,Manhattan,Unknown,5
200908,Non Medical Emergencies,Bronx,1,397
200908,Non Medical Emergencies,Bronx,2,129
200908,Non Medical Emergencies,Bronx,3,315
200908,Non Medical Emergencies,Bronx,4,340
200908,Non Medical Emergencies,Bronx,5,358
200908,Non Medical Emergencies,Bronx,6,223
